# [category_name],[id],[device],[focal_plane],[detector],[geometry],[channel]
cat,id,dev,fp,det,geo,ch

# FE9-1 Anode
"sr0y", 11,  11,20,31,1,56
"sr0y", 12,  11,20,31,1,43
"sr0y", 13,  11,20,31,1,42
"sr0y", 14,  11,20,31,1,41
"sr0y", 15,  11,20,31,1,40
"sr0y", 16,  11,20,31,1,55
"sr0y", 17,  11,20,31,1,54
"sr0y", 18,  11,20,31,1,53
"sr0y", 19,  11,20,31,1,52
"sr0y", 20,  11,20,31,1,39
"sr0y", 21,  11,20,31,1,38
"sr0y", 22,  11,20,31,1,37
"sr0y", 23,  11,20,31,1,36
"sr0y", 24,  11,20,31,1,51
"sr0y", 25,  11,20,31,1,50
"sr0y", 26,  11,20,31,1,49
"sr0y", 27,  11,20,31,1,48
"sr0y", 28,  11,20,31,1,35
"sr0y", 29,  11,20,31,1,34
"sr0y", 30,  11,20,31,1,33
"sr0y", 31,  11,20,31,1,32
"sr0y", 32,  11,20,31,1,95
"sr0y", 33,  11,20,31,1,94
"sr0y", 34,  11,20,31,1,93
"sr0y", 35,  11,20,31,1,92
"sr0y", 36,  11,20,31,1,79
"sr0y", 37,  11,20,31,1,78
"sr0y", 38,  11,20,31,1,77
"sr0y", 39,  11,20,31,1,76
"sr0y", 40,  11,20,31,1,91
"sr0y", 41,  11,20,31,1,90
"sr0y", 42,  11,20,31,1,89
"sr0y", 43,  11,20,31,1,88
"sr0y", 44,  11,20,31,1,75
"sr0y", 45,  11,20,31,1,74
"sr0y", 46,  11,20,31,1,73
"sr0y", 47,  11,20,31,1,72
"sr0y", 48,  11,20,31,1,87
"sr0y", 49,  11,20,31,1,86
"sr0y", 50,  11,20,31,1,85
"sr0y", 51,  11,20,31,1,84
"sr0y", 52,  11,20,31,1,71
"sr0y", 53,  11,20,31,1,70
"sr0y", 54,  11,20,31,1,69
"sr0y", 55,  11,20,31,1,68
"sr0y", 56,  11,20,31,1,83
"sr0y", 57,  11,20,31,1,82

# S1-1 Anode
"sr11a", 0,  11,21,31,0,1

# S1-1 X
"sr11x", 0,  11,21,31,0,63
"sr11x", 1,  11,21,31,0,62
"sr11x", 2,  11,21,31,0,61
"sr11x", 3,  11,21,31,0,60
"sr11x", 4,  11,21,31,0,47
"sr11x", 5,  11,21,31,0,46
"sr11x", 6,  11,21,31,0,45
"sr11x", 7,  11,21,31,0,44
"sr11x", 8,  11,21,31,0,59
"sr11x", 9,  11,21,31,0,58
"sr11x",10,  11,21,31,0,57
"sr11x",11,  11,21,31,0,56
"sr11x",12,  11,21,31,0,43
"sr11x",13,  11,21,31,0,42
"sr11x",14,  11,21,31,0,41
"sr11x",15,  11,21,31,0,40
"sr11x",16,  11,21,31,0,55
"sr11x",17,  11,21,31,0,54
"sr11x",18,  11,21,31,0,53
"sr11x",19,  11,21,31,0,52
"sr11x",20,  11,21,31,0,39
"sr11x",21,  11,21,31,0,38
"sr11x",22,  11,21,31,0,37
"sr11x",23,  11,21,31,0,36
"sr11x",24,  11,21,31,0,51
"sr11x",25,  11,21,31,0,50
"sr11x",26,  11,21,31,0,49
"sr11x",27,  11,21,31,0,48
"sr11x",28,  11,21,31,0,35
"sr11x",29,  11,21,31,0,34
"sr11x",30,  11,21,31,0,33
"sr11x",31,  11,21,31,0,32
"sr11x",32,  11,21,31,0,95
"sr11x",33,  11,21,31,0,94
"sr11x",34,  11,21,31,0,93
"sr11x",35,  11,21,31,0,92
"sr11x",36,  11,21,31,0,79
"sr11x",37,  11,21,31,0,78
"sr11x",38,  11,21,31,0,77
"sr11x",39,  11,21,31,0,76
"sr11x",40,  11,21,31,0,91
"sr11x",41,  11,21,31,0,90
"sr11x",42,  11,21,31,0,89
"sr11x",43,  11,21,31,0,88
"sr11x",44,  11,21,31,0,75
"sr11x",45,  11,21,31,0,74
"sr11x",46,  11,21,31,0,73
"sr11x",47,  11,21,31,0,72
"sr11x",48,  11,21,31,0,87
"sr11x",49,  11,21,31,0,86
"sr11x",50,  11,21,31,0,85
"sr11x",51,  11,21,31,0,84
"sr11x",52,  11,21,31,0,71
"sr11x",53,  11,21,31,0,70
"sr11x",54,  11,21,31,0,69
"sr11x",55,  11,21,31,0,68
"sr11x",56,  11,21,31,0,83
"sr11x",57,  11,21,31,0,82
"sr11x",58,  11,21,31,0,81
"sr11x",59,  11,21,31,0,80
"sr11x",60,  11,21,31,0,67
"sr11x",61,  11,21,31,0,66
"sr11x",62,  11,21,31,0,65
"sr11x",63,  11,21,31,0,64
"sr11x",64,  11,21,31,0,127
"sr11x",65,  11,21,31,0,126
"sr11x",66,  11,21,31,0,125
"sr11x",67,  11,21,31,0,124
"sr11x",68,  11,21,31,0,111
"sr11x",69,  11,21,31,0,110
"sr11x",70,  11,21,31,0,109
"sr11x",71,  11,21,31,0,108
"sr11x",72,  11,21,31,0,123
"sr11x",73,  11,21,31,0,122
"sr11x",74,  11,21,31,0,121
"sr11x",75,  11,21,31,0,120
"sr11x",76,  11,21,31,0,107
"sr11x",77,  11,21,31,0,106
"sr11x",78,  11,21,31,0,105
"sr11x",79,  11,21,31,0,104
"sr11x",80,  11,21,31,0,119
"sr11x",81,  11,21,31,0,118
"sr11x",82,  11,21,31,0,117
"sr11x",83,  11,21,31,0,116
"sr11x",84,  11,21,31,0,103
"sr11x",85,  11,21,31,0,102
"sr11x",86,  11,21,31,0,101
"sr11x",87,  11,21,31,0,100
"sr11x",88,  11,21,31,0,115
"sr11x",89,  11,21,31,0,114
"sr11x",90,  11,21,31,0,113
"sr11x",91,  11,21,31,0,112
"sr11x",92,  11,21,31,0,99
"sr11x",93,  11,21,31,0,98

# S1-1 Y
"sr11y", 0,  11,21,31,1,63
"sr11y", 1,  11,21,31,1,62
"sr11y", 2,  11,21,31,1,61
"sr11y", 3,  11,21,31,1,60
"sr11y", 4,  11,21,31,1,47
"sr11y", 5,  11,21,31,1,46
"sr11y", 6,  11,21,31,1,45
"sr11y", 7,  11,21,31,1,44
"sr11y", 8,  11,21,31,1,59
"sr11y", 9,  11,21,31,1,58
"sr11y",10,  11,21,31,1,57
"sr11y",11,  11,21,31,1,56
"sr11y",12,  11,21,31,1,43
"sr11y",13,  11,21,31,1,42
"sr11y",14,  11,21,31,1,41
"sr11y",15,  11,21,31,1,40
"sr11y",16,  11,21,31,1,55
"sr11y",17,  11,21,31,1,54
"sr11y",18,  11,21,31,1,53
"sr11y",19,  11,21,31,1,52
"sr11y",20,  11,21,31,1,39
"sr11y",21,  11,21,31,1,38
"sr11y",22,  11,21,31,1,37
"sr11y",23,  11,21,31,1,36
"sr11y",24,  11,21,31,1,51
"sr11y",25,  11,21,31,1,50
"sr11y",26,  11,21,31,1,49
"sr11y",27,  11,21,31,1,48
"sr11y",28,  11,21,31,1,35
"sr11y",29,  11,21,31,1,34
"sr11y",30,  11,21,31,1,33
"sr11y",31,  11,21,31,1,32
"sr11y",32,  11,21,31,1,95
"sr11y",33,  11,21,31,1,94
"sr11y",34,  11,21,31,1,93
"sr11y",35,  11,21,31,1,92
"sr11y",36,  11,21,31,1,79
"sr11y",37,  11,21,31,1,78
"sr11y",38,  11,21,31,1,77
"sr11y",39,  11,21,31,1,76
"sr11y",40,  11,21,31,1,91
"sr11y",41,  11,21,31,1,90
"sr11y",42,  11,21,31,1,89
"sr11y",43,  11,21,31,1,88
"sr11y",44,  11,21,31,1,75
"sr11y",45,  11,21,31,1,74
"sr11y",46,  11,21,31,1,73
"sr11y",47,  11,21,31,1,72
"sr11y",48,  11,21,31,1,87
"sr11y",49,  11,21,31,1,86
"sr11y",50,  11,21,31,1,85
"sr11y",51,  11,21,31,1,84
"sr11y",52,  11,21,31,1,71
"sr11y",53,  11,21,31,1,70
"sr11y",54,  11,21,31,1,69
"sr11y",55,  11,21,31,1,68
"sr11y",56,  11,21,31,1,83
"sr11y",57,  11,21,31,1,82

# S1-2 Anode
"sr12a", 0,  11,21,31,2,1

# S1-2 X
"sr12x", 0,  11,21,31,2,63
"sr12x", 1,  11,21,31,2,62
"sr12x", 2,  11,21,31,2,61
"sr12x", 3,  11,21,31,2,60
"sr12x", 4,  11,21,31,2,47
"sr12x", 5,  11,21,31,2,46
"sr12x", 6,  11,21,31,2,45
"sr12x", 7,  11,21,31,2,44
"sr12x", 8,  11,21,31,2,59
"sr12x", 9,  11,21,31,2,58
"sr12x",10,  11,21,31,2,57
"sr12x",11,  11,21,31,2,56
"sr12x",12,  11,21,31,2,43
"sr12x",13,  11,21,31,2,42
"sr12x",14,  11,21,31,2,41
"sr12x",15,  11,21,31,2,40
"sr12x",16,  11,21,31,2,55
"sr12x",17,  11,21,31,2,54
"sr12x",18,  11,21,31,2,53
"sr12x",19,  11,21,31,2,52
"sr12x",20,  11,21,31,2,39
"sr12x",21,  11,21,31,2,38
"sr12x",22,  11,21,31,2,37
"sr12x",23,  11,21,31,2,36
"sr12x",24,  11,21,31,2,51
"sr12x",25,  11,21,31,2,50
"sr12x",26,  11,21,31,2,49
"sr12x",27,  11,21,31,2,48
"sr12x",28,  11,21,31,2,35
"sr12x",29,  11,21,31,2,34
"sr12x",30,  11,21,31,2,33
"sr12x",31,  11,21,31,2,32
"sr12x",32,  11,21,31,2,95
"sr12x",33,  11,21,31,2,94
"sr12x",34,  11,21,31,2,93
"sr12x",35,  11,21,31,2,92
"sr12x",36,  11,21,31,2,79
"sr12x",37,  11,21,31,2,78
"sr12x",38,  11,21,31,2,77
"sr12x",39,  11,21,31,2,76
"sr12x",40,  11,21,31,2,91
"sr12x",41,  11,21,31,2,90
"sr12x",42,  11,21,31,2,89
"sr12x",43,  11,21,31,2,88
"sr12x",44,  11,21,31,2,75
"sr12x",45,  11,21,31,2,74
"sr12x",46,  11,21,31,2,73
"sr12x",47,  11,21,31,2,72
"sr12x",48,  11,21,31,2,87
"sr12x",49,  11,21,31,2,86
"sr12x",50,  11,21,31,2,85
"sr12x",51,  11,21,31,2,84
"sr12x",52,  11,21,31,2,71
"sr12x",53,  11,21,31,2,70
"sr12x",54,  11,21,31,2,69
"sr12x",55,  11,21,31,2,68
"sr12x",56,  11,21,31,2,83
"sr12x",57,  11,21,31,2,82
"sr12x",58,  11,21,31,2,81
"sr12x",59,  11,21,31,2,80
"sr12x",60,  11,21,31,2,67
"sr12x",61,  11,21,31,2,66
"sr12x",62,  11,21,31,2,65
"sr12x",63,  11,21,31,2,64
"sr12x",64,  11,21,31,2,127
"sr12x",65,  11,21,31,2,126
"sr12x",66,  11,21,31,2,125
"sr12x",67,  11,21,31,2,124
"sr12x",68,  11,21,31,2,111
"sr12x",69,  11,21,31,2,110
"sr12x",70,  11,21,31,2,109
"sr12x",71,  11,21,31,2,108
"sr12x",72,  11,21,31,2,123
"sr12x",73,  11,21,31,2,122
"sr12x",74,  11,21,31,2,121
"sr12x",75,  11,21,31,2,120
"sr12x",76,  11,21,31,2,107
"sr12x",77,  11,21,31,2,106
"sr12x",78,  11,21,31,2,105
"sr12x",79,  11,21,31,2,104
"sr12x",80,  11,21,31,2,119
"sr12x",81,  11,21,31,2,118
"sr12x",82,  11,21,31,2,117
"sr12x",83,  11,21,31,2,116
"sr12x",84,  11,21,31,2,103
"sr12x",85,  11,21,31,2,102
"sr12x",86,  11,21,31,2,101
"sr12x",87,  11,21,31,2,100
"sr12x",88,  11,21,31,2,115
"sr12x",89,  11,21,31,2,114
"sr12x",90,  11,21,31,2,113
"sr12x",91,  11,21,31,2,112
"sr12x",92,  11,21,31,2,99
"sr12x",93,  11,21,31,2,98

# S1-2 Y
"sr12y", 0,  11,21,31,3,63
"sr12y", 1,  11,21,31,3,62
"sr12y", 2,  11,21,31,3,61
"sr12y", 3,  11,21,31,3,60
"sr12y", 4,  11,21,31,3,47
"sr12y", 5,  11,21,31,3,46
"sr12y", 6,  11,21,31,3,45
"sr12y", 7,  11,21,31,3,44
"sr12y", 8,  11,21,31,3,59
"sr12y", 9,  11,21,31,3,58
"sr12y",10,  11,21,31,3,57
"sr12y",11,  11,21,31,3,56
"sr12y",12,  11,21,31,3,43
"sr12y",13,  11,21,31,3,42
"sr12y",14,  11,21,31,3,41
"sr12y",15,  11,21,31,3,40
"sr12y",16,  11,21,31,3,55
"sr12y",17,  11,21,31,3,54
"sr12y",18,  11,21,31,3,53
"sr12y",19,  11,21,31,3,52
"sr12y",20,  11,21,31,3,39
"sr12y",21,  11,21,31,3,38
"sr12y",22,  11,21,31,3,37
"sr12y",23,  11,21,31,3,36
"sr12y",24,  11,21,31,3,51
"sr12y",25,  11,21,31,3,50
"sr12y",26,  11,21,31,3,49
"sr12y",27,  11,21,31,3,48
"sr12y",28,  11,21,31,3,35
"sr12y",29,  11,21,31,3,34
"sr12y",30,  11,21,31,3,33
"sr12y",31,  11,21,31,3,32
"sr12y",32,  11,21,31,3,95
"sr12y",33,  11,21,31,3,94
"sr12y",34,  11,21,31,3,93
"sr12y",35,  11,21,31,3,92
"sr12y",36,  11,21,31,3,79
"sr12y",37,  11,21,31,3,78
"sr12y",38,  11,21,31,3,77
"sr12y",39,  11,21,31,3,76
"sr12y",40,  11,21,31,3,91
"sr12y",41,  11,21,31,3,90
"sr12y",42,  11,21,31,3,89
"sr12y",43,  11,21,31,3,88
"sr12y",44,  11,21,31,3,75
"sr12y",45,  11,21,31,3,74
"sr12y",46,  11,21,31,3,73
"sr12y",47,  11,21,31,3,72
"sr12y",48,  11,21,31,3,87
"sr12y",49,  11,21,31,3,86
"sr12y",50,  11,21,31,3,85
"sr12y",51,  11,21,31,3,84
"sr12y",52,  11,21,31,3,71
"sr12y",53,  11,21,31,3,70
"sr12y",54,  11,21,31,3,69
"sr12y",55,  11,21,31,3,68
"sr12y",56,  11,21,31,3,83
"sr12y",57,  11,21,31,3,82
